ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Meta: woodmart_sguide_select,Meta: woodmart_total_stock_quantity,Meta: _product_360_image_gallery,Meta: additional_information,Meta: _additional_information,Meta: slide_template,Meta: rs_page_bg_color,Meta: _woodmart_whb_header,Meta: _woodmart_main_layout,Meta: _woodmart_sidebar_width,Meta: _woodmart_custom_sidebar,Meta: _woodmart_product_design,Meta: _woodmart_single_product_style,Meta: _woodmart_thums_position,Meta: _woodmart_product-background,Meta: _woodmart_extra_content,Meta: _woodmart_extra_position,Meta: _woodmart_product_custom_tab_title,Meta: _woodmart_product_custom_tab_content,Meta: _woodmart_swatches_attribute,Meta: _woodmart_product_video,Meta: _woodmart_product_hashtag,Meta: _wpb_vc_js_status,Meta: _custom_avi,Meta: variation_title,Meta: _oembed_ce73ee0700c811af4d36d3f51d04b2d6,Meta: _oembed_time_ce73ee0700c811af4d36d3f51d04b2d6,Meta: _oembed_a8e66b5a09f9fc4ffd30d162df564537,Meta: _oembed_time_a8e66b5a09f9fc4ffd30d162df564537,Meta: _oembed_2946ab277bf346d6921be83c6f43df2e,Meta: _oembed_time_2946ab277bf346d6921be83c6f43df2e,Meta: _oembed_d5200fee81c86efebf561929a0eecd13,Meta: _oembed_time_d5200fee81c86efebf561929a0eecd13,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 2 default,Attribute 3 default,Meta: _woodmart_new_label_date,Attribute 1 default,Attribute 4 default,Attribute 5 name,Attribute 5 value(s),Attribute 5 visible,Attribute 5 global
5771,simple,PLIER/SC,"Plier Side Cutter 7""",0,0,visible,,,,,taxable,,0,,,0,0,,,,,1,,,15,Electrical Accessories > Tool,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5772,simple,MB/AS,Mounting Block 20mm for Architrave Switch,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,2.42,Mounting Accessories > Mounting Block,,,"https://www.sparkymall.com.au/wp-content/uploads/2020/12/1WHMV0815.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/12/2HDRF3528.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/12/DLBF7581.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/12/QXTK6426.jpg",,,,,,,,,0,Color,White,1,1,,,,,none,,,"<table class=""woocommerce-product-attributes shop_attributes""><tbody><tr><th>Brand </th><td>Transco</td></tr><tr><th>Category</th><td>Wiring accessories</td></tr><tr><th>Name</th><td>Architrave switch mounting flange </td></tr><tr><th>Model</th><td>MB/AS, MB/AS/B</td></tr><tr><th>Colour</th><td>White, black</td></tr><tr><th>Material</th><td>Polycarbonate</td></tr><tr><th>Fixing centre</th><td>74mm</td></tr><tr><th>Deep</th><td>20mm</td></tr><tr><th>On wall mounting</th><td>Surface mount</td></tr><tr><th>Mounting position</th><td>Horizontal or vertical</td></tr><tr><th>Dimensions</th><td>W35mm x L85mm x D20mm</td></tr><tr><th>Surface mount fitting</th><td>Suits Transco Powerclip 1-2 gang architrave switch</td></tr></tbody></table><div class=""ai_imgs""><div class=""ai_img""><img src=""https://www.sparkymall.com.au/wp-content/uploads/import/01594026949.jpeg"" /></div></div>",field_5e563c3884579,,,none,default,default,none,inherit,inherit,inherit,,0,after,,,,,,FALSE,"859,685,978,598",,,,,,,,,,,,,,,,,,,,,,,,,,
5773,simple,MF/P2DWS,Mounting Flange 13mm White to Suit Transco P2DWS,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,5.8,Mounting Accessories > Mounting Block,,,https://www.sparkymall.com.au/wp-content/uploads/2020/02/mf-p2dws.png,,,,,,,,,0,Color,White,1,1,,,,,none,,,,field_5e563c3884579,,,none,default,default,none,inherit,inherit,inherit,,0,after,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,
5774,variable,MS1P63,Main Switch 1 Pole DIN Rail,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Circuit Protection > Main Switch,,,"https://www.sparkymall.com.au/wp-content/uploads/2020/12/2QAAD4047.png, https://www.sparkymall.com.au/wp-content/uploads/2020/12/2QAAD4047.png",,,,,,,,,0,Amp,"63A, 80A, 100A",1,1,,,,,none,,,,field_5e563c3884579,,,none,default,default,none,inherit,inherit,inherit,,0,after,,,,,,FALSE,"8562,8563,8564,8081,8565",,,,,,,,,,,,,,,,,,,,,63A,,,,,
5776,simple,SP275,Surge Protector DIN Rail,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,33,Circuit Protection > Fuse &amp; Surge Protector,,,"https://www.sparkymall.com.au/wp-content/uploads/2020/12/1BKWY3806.png, https://www.sparkymall.com.au/wp-content/uploads/2020/12/2GPMO7153.png",,,,,,,,,0,,,,,,,,,none,,,"<table class=""woocommerce-product-attributes shop_attributes""><tbody><tr><th>Product</th><td>Surge Protector</td></tr><tr><th>Model</th><td>SP275</td></tr><tr><th>Housing structure</th><td>Standard 18mm wide module</td></tr><tr><th>Mounting</th><td>Din Rail 35mm top-hat rail</td></tr><tr><th>Pole</th><td>1</td></tr><tr><th>Weatherproof</th><td>IP20</td></tr><tr><th>Housing material</th><td>thermoplastic, fireproof UL94 V-0</td></tr><tr><th>Max Continuous working voltage Uc</th><td>275V</td></tr><tr><th>Max discharge current (8/20 &micro;s) Imax</th><td>40KA</td></tr><tr><th>Voltage protection level Up</th><td>1.9KV</td></tr><tr><th>Replacement indicator</th><td>Should replace unit when green indicator turning into red.</td></tr></tbody></table>",field_5e563c3884579,,,none,default,default,none,inherit,inherit,inherit,,none,after,,,,,,FALSE,8544,,"<iframe title=""Transco Slim Line Outlet and Switch"" width=""500"" height=""281"" src=""https://www.youtube.com/embed/tTi622xm0bE?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",1608721986,"<iframe title=""Transco Edgeless Glass Look Outlet and Switch"" width=""500"" height=""281"" src=""https://www.youtube.com/embed/AZh5tSCq1NU?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",1608721986,"<iframe title=""Transco IP65 Weatherproof Outlet"" width=""500"" height=""281"" src=""https://www.youtube.com/embed/CG2JakfdGl4?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",1608721987,"<iframe title=""Transco Fast Connect Socket TransFast"" width=""500"" height=""281"" src=""https://www.youtube.com/embed/EEsRvKLjw38?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",1608721987,,,,,,,,,,,,,,,,,
5777,simple,ELH10/15A,Extension Lead Heavy Duty for Caravan 15A 10 Metres,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,22,Plug &amp; Socket > Extension Lead,,,"https://www.sparkymall.com.au/wp-content/uploads/2020/12/GPZW2829.png, https://www.sparkymall.com.au/wp-content/uploads/2020/12/HAPC8503.png, https://www.sparkymall.com.au/wp-content/uploads/2020/12/JHQH0231.png",,,,,,,,,0,Amp,15A,1,1,,,,,none,,,"<table class=""woocommerce-product-attributes shop_attributes""><tbody><tr><th>Brand </th><td>Transco</td></tr><tr><th>Category</th><td>Leads</td></tr><tr><th>Name</th><td>Extension lead heavy duty </td></tr><tr><th>Model</th><td>ELH10/15A</td></tr><tr><th>Power current</th><td>A.C.</td></tr><tr><th>Plug/socket rating</th><td>15A</td></tr><tr><th>Volt</th><td>250V</td></tr><tr><th>Plug/socket type</th><td>Moulded</td></tr><tr><th>Color</th><td>Orange</td></tr><tr><th>Plug</th><td>3 pin flat</td></tr><tr><th>Socket</th><td>3 pin flat</td></tr><tr><th>Core standard</th><td>V-75 0.6/1KV 3 x 1.5mm&sup2;</td></tr><tr><th>Core length</th><td>10 metres</td></tr></tbody></table>",field_5e563c3884579,,,none,default,default,none,inherit,inherit,inherit,,none,after,,,,,,FALSE,"86,108,611",,,,,,,,,,,,,,,,,,,,,,,,,,
5778,simple,CR,Ceiling Rose 4 Terminal,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,4.07,Cable Management > Junction Box,,,"https://www.sparkymall.com.au/wp-content/uploads/2020/12/1UCRU4360.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/12/DTAQ7831.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/12/HZTT1878.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/12/JMBW2325.jpg",,,,,,,,,0,,,,,,,,,none,,,"<table class=""woocommerce-product-attributes shop_attributes""><tbody><tr><th>Brand </th><td>Transco</td></tr><tr><th>Category</th><td>Socket and plug</td></tr><tr><th>Name</th><td>Ceiling rose</td></tr><tr><th>Model</th><td>CR, CR/B</td></tr><tr><th>Power current</th><td>a.c.</td></tr><tr><th>Rating</th><td>10A</td></tr><tr><th>Volt</th><td>240V</td></tr><tr><th>Frequency range</th><td>50Hz</td></tr><tr><th>Cover</th><td>Complete housing</td></tr><tr><th>Material of cover/body</th><td>Impact-resistant polycarbonate</td></tr><tr><th>Color</th><td>Electrical white/black</td></tr><tr><th>Terminal</th><td>4</td></tr><tr><th>Cable accomodated</th><td>1.5/2.5mm x 4</td></tr><tr><th>Size</th><td>65mm&empty; x 37mmH</td></tr><tr><th>Connector</th><td>Screwing copper ferrule</td></tr></tbody></table><div class=""ai_imgs""><div class=""ai_img""><img src=""https://www.sparkymall.com.au/wp-content/uploads/import/01584336602.png"" /></div></div>",field_5e563c3884579,,,none,default,default,none,inherit,inherit,inherit,,none,after,,,,,,FALSE,"860,686,078,608",,,,,,,,,,,,,,,,,,,,,,,,,,
5785,variation,66P315,IP66 Plug 3 Flat Pin Heavy Duty Industrial Switchgear 240V - 15A,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,13.5,,,,"https://www.sparkymall.com.au/wp-content/uploads/2020/12/1GQPV4656.png, https://www.sparkymall.com.au/wp-content/uploads/2020/12/2DUOL9117.png, https://www.sparkymall.com.au/wp-content/uploads/2020/12/BFRO1427.png, https://www.sparkymall.com.au/wp-content/uploads/2020/12/FGJG5226.png",,,66P310,,,,,,0,Amp,15A,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"811,581,168,117",IP66 Plug 3 Flat Pin Heavy Duty Industrial Switchgear 240V - 15A,,,,,,,,,,,,,,,,,,,,,,,,,
5786,variation,66P320,IP66 Plug 3 Flat Pin Heavy Duty Industrial Switchgear 240V - 20A,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,17,,,,"https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A6764.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A6763-scaled.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/12/ETGW0524.png, https://www.sparkymall.com.au/wp-content/uploads/2020/12/PUUJ4448.png",,,66P310,,,,,,0,Amp,20A,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"598,280,288,029",IP66 Plug 3 Flat Pin Heavy Duty Industrial Switchgear 240V - 20A,,,,,,,,,,,,,,,,,,,,,,,,,
5787,variation,66P420,IP66 Plug 4 Round Pin Heavy Duty Industrial Switchgear 415V - 20A,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,25,,,,"https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A6773.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A6771.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/12/FOMU1410.png, https://www.sparkymall.com.au/wp-content/uploads/2020/12/JUWL6020.png, https://www.sparkymall.com.au/wp-content/uploads/2020/12/SLAH9586.png, https://www.sparkymall.com.au/wp-content/uploads/2020/12/VEVR9460.png",,,66P410,,,,,,3,Amp,20A,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5984,8034,8035,8036,8032",IP66 Plug 4 Round Pin Heavy Duty Industrial Switchgear 415V - 20A,,,,,,,,,,,,,,,,,,,,,,,,,
5788,variation,66P432,IP66 Plug 4 Round Pin Heavy Duty Industrial Switchgear 415V - 32A,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,27.5,,,,"https://www.sparkymall.com.au/wp-content/uploads/2020/12/1EDPZ9248.png, https://www.sparkymall.com.au/wp-content/uploads/2020/12/2KCQM8820.png, https://www.sparkymall.com.au/wp-content/uploads/2020/12/KAAK7305.png, https://www.sparkymall.com.au/wp-content/uploads/2020/12/OEWS4309.png",,,66P410,,,,,,4,Amp,32A,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"811,981,208,121",IP66 Plug 4 Round Pin Heavy Duty Industrial Switchgear 415V - 32A,,,,,,,,,,,,,,,,,,,,,,,,,
5789,variation,66P440,IP66 Plug 4 Round Pin Heavy Duty Industrial Switchgear 415V - 40A,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,33,,,,"https://www.sparkymall.com.au/wp-content/uploads/2020/12/1EBFZ7479.png, https://www.sparkymall.com.au/wp-content/uploads/2020/12/2EFPL7680.png, https://www.sparkymall.com.au/wp-content/uploads/2020/12/XCJO4826.png, https://www.sparkymall.com.au/wp-content/uploads/2020/12/YEYK0935.png",,,66P410,,,,,,5,Amp,40A,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"812,381,248,125",IP66 Plug 4 Round Pin Heavy Duty Industrial Switchgear 415V - 40A,,,,,,,,,,,,,,,,,,,,,,,,,
5790,variation,66P450,IP66 Plug 4 Round Pin Heavy Duty Industrial Switchgear 415V - 50A,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,38.5,,,,"https://www.sparkymall.com.au/wp-content/uploads/2020/12/1XAOH6760.png, https://www.sparkymall.com.au/wp-content/uploads/2020/12/2CETK6293.png, https://www.sparkymall.com.au/wp-content/uploads/2020/12/FWDA6861.png, https://www.sparkymall.com.au/wp-content/uploads/2020/12/QQVJ8023.png",,,66P410,,,,,,0,Amp,50A,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"812,781,288,129",IP66 Plug 4 Round Pin Heavy Duty Industrial Switchgear 415V - 50A,,,,,,,,,,,,,,,,,,,,,,,,,
5791,variation,66P520,IP66 Plug 5 Round Pin Heavy Duty Industrial Switchgear 415V - 20A,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,26.4,,,,"https://www.sparkymall.com.au/wp-content/uploads/2020/02/66p5xx_1.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/12/1TUYR3347.png, https://www.sparkymall.com.au/wp-content/uploads/2020/12/2DSAR5540.png, https://www.sparkymall.com.au/wp-content/uploads/2020/12/DLZD6261.png, https://www.sparkymall.com.au/wp-content/uploads/2020/12/EKHE7337.png",,,66P510,,,,,,0,Amp,20A,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8130,8131,8132,8037",IP66 Plug 5 Round Pin Heavy Duty Industrial Switchgear 415V - 20A,,,,,,,,,,,,,,,,,,,,,,,,,
5792,variation,66P532,IP66 Plug 5 Round Pin Heavy Duty Industrial Switchgear 415V - 32A,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,27.5,,,,"https://www.sparkymall.com.au/wp-content/uploads/2020/02/66p5xx_1.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/12/1USEV1626.png, https://www.sparkymall.com.au/wp-content/uploads/2020/12/2DSKN4308.png, https://www.sparkymall.com.au/wp-content/uploads/2020/12/EKHE7337.png, https://www.sparkymall.com.au/wp-content/uploads/2020/12/UCXQ9169.png",,,66P510,,,,,,0,Amp,32A,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8133,8134,8037,8135",IP66 Plug 5 Round Pin Heavy Duty Industrial Switchgear 415V - 32A,,,,,,,,,,,,,,,,,,,,,,,,,
5793,variation,66P540,IP66 Plug 5 Round Pin Heavy Duty Industrial Switchgear 415V - 40A,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,27.5,,,,"https://www.sparkymall.com.au/wp-content/uploads/2020/02/66p5xx_1.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/12/1KZMO1128.png, https://www.sparkymall.com.au/wp-content/uploads/2020/12/2OTKB4941.png, https://www.sparkymall.com.au/wp-content/uploads/2020/12/HCCK6540.png, https://www.sparkymall.com.au/wp-content/uploads/2020/12/QBQO2009.png",,,66P510,,,,,,0,Amp,40A,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8136,8137,8138,8139",IP66 Plug 5 Round Pin Heavy Duty Industrial Switchgear 415V - 40A,,,,,,,,,,,,,,,,,,,,,,,,,
5794,variation,66P550,IP66 Plug 5 Round Pin Heavy Duty Industrial Switchgear 415V - 50A,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,29.6,,,,"https://www.sparkymall.com.au/wp-content/uploads/2020/02/66p5xx_1.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/12/1NRRG5466.png, https://www.sparkymall.com.au/wp-content/uploads/2020/12/2NYSF3175.png, https://www.sparkymall.com.au/wp-content/uploads/2020/12/CHCT5021.png, https://www.sparkymall.com.au/wp-content/uploads/2020/12/KLFS1249.png",,,66P510,,,,,,0,Amp,50A,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8140,8141,8142,8143",IP66 Plug 5 Round Pin Heavy Duty Industrial Switchgear 415V - 50A,,,,,,,,,,,,,,,,,,,,,,,,,
5795,variation,66S115,IP66 Isolation Switch Single Phase Industrial Switchgear 240V - 15A,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,15,,,,"https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A1837-scaled.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A1838-scaled.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A1839-scaled.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A1840-scaled.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A5802.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A5804.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A5805.jpg",,,66S110,,,,,,2,Amp,15A,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"598,759,885,989,599,000,000,000",IP66 Isolation Switch Single Phase Industrial Switchgear 240V - 15A,,,,,,,,,,,,,,,,,,,,,,,,,
5796,variation,66S120,IP66 Isolation Switch Single Phase Industrial Switchgear 240V - 20A,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,15,,,,"https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A5801.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A5802.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A5803.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A5804.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A5805.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A6859.jpg",,,66S110,,,,,,4,Amp,20A,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"59,915,992,599,359,900,000",IP66 Isolation Switch Single Phase Industrial Switchgear 240V - 20A,,,,,,,,,,,,,,,,,,,,,,,,,
5797,variation,66S132,IP66 Isolation Switch Single Phase Industrial Switchgear 240V - 32A,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,17,,,,"https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A1842-scaled.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A1843-scaled.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A1844-scaled.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A1845-scaled.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A5802.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A5804.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A5805.jpg",,,66S110,,,,,,5,Amp,32A,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"599,759,985,999,599,000,000,000",IP66 Isolation Switch Single Phase Industrial Switchgear 240V - 32A,,,,,,,,,,,,,,,,,,,,,,,,,
5798,variation,66S150,IP66 Isolation Switch Single Phase Industrial Switchgear 240V - 50A,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,20,,,,"https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A1859-scaled.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A1860-scaled.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A1861-scaled.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A1862-scaled.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A5802.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A5804.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A5805.jpg",,,66S110,,,,,,1,Amp,50A,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"600,160,026,003,599,000,000,000",IP66 Isolation Switch Single Phase Industrial Switchgear 240V - 50A,,,,,,,,,,,,,,,,,,,,,,,,,
5799,variation,66S315,IP66 Isolation Switch Three Phase Industrial Switchgear 415V - 15A,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,22,,,,"https://www.sparkymall.com.au/wp-content/uploads/2020/12/1U9A181566s315-scaled.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/12/2U9A181666s315-scaled.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A1819-scaled.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A1820-scaled.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A1821-scaled.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A1822-scaled.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A1823-scaled.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A1824-scaled.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A1818-scaled.jpg",,,66S310,,,,,,6,Amp,15A,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8573,6159,6160,6161,6162,6163,6164,6158",IP66 Isolation Switch Three Phase Industrial Switchgear 415V - 15A,,,,,,,,,,,,,,,,,,,,,,,,,
5800,variation,66S320,IP66 Isolation Switch Three Phase Industrial Switchgear 415V - 20A,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,24.2,,,,"https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A1832-scaled.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A1833-scaled.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A1834-scaled.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A1835-scaled.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A1818-scaled.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A1819-scaled.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A1820-scaled.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A1823-scaled.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A1824-scaled.jpg",,,66S310,,,,,,3,Amp,20A,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,00,56,00,66,00,76,15,00,00,00,00,00,00,00,000",IP66 Isolation Switch Three Phase Industrial Switchgear 415V - 20A,,,,,,,,,,,,,,,,,,,,,,,,,
5801,variation,66S332,IP66 Isolation Switch Three Phase Industrial Switchgear 415V - 32A,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,26.4,,,,"https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A1848-scaled.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A1850-scaled.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A1851-scaled.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A1852-scaled.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A1818-scaled.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A1819-scaled.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A1820-scaled.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A1823-scaled.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A1824-scaled.jpg",,,66S310,,,,,,4,Amp,32A,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,00,96,01,06,01,16,15,00,00,00,00,00,00,00,000",IP66 Isolation Switch Three Phase Industrial Switchgear 415V - 32A,,,,,,,,,,,,,,,,,,,,,,,,,
5802,variation,66S340,IP66 Isolation Switch Three Phase Industrial Switchgear 415V - 40A,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,28.6,,,,"https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A5797.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A5799-scaled.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A5800.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A5801-1.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A5802-1.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A1818-scaled.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A1819-scaled.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A1820-scaled.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A1823-scaled.jpg, https://www.sparkymall.com.au/wp-content/uploads/2020/02/U9A1824-scaled.jpg",,,66S310,,,,,,5,Amp,40A,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,01,36,01,46,01,56,01,00,00,00,00,00,00,00,00,00,000",IP66 Isolation Switch Three Phase Industrial Switchgear 415V - 40A,,,,,,,,,,,,,,,,,,,,,,,,,
